State,year_month,abortions_per_1000_women_ages_1544,birth_rate_per_1000_women_1544,months_since_dobbs,telehealth_share,shield_law_state,shield_law_access,gestational_limit_weeks,single_mothers_median_monthly_income,infant_child_care_cost_burden,snap_participation_rate,tanf_one_parent_per1000_women_1544,medicaid_expansion_status,medicaid_abortion_funding_restrictions,RPP_all_items,state_unemployment_rate, minimum_wage ,census_region,CPI
LA,2024_03,0.65,4.67,20,100%,0,0,0,"$2,316",39%,18.28%,2.96,1,1,88.207,4, $7.25 ,South,304.490
LA,2024_04,0.67,4.45,21,100%,0,0,0,"$2,316",39%,17.99%,2.91,1,1,88.207,3.6, $7.25 ,South,305.104
LA,2024_05,0.68,4.59,22,100%,0,0,0,"$2,316",39%,18.07%,2.91,1,1,88.207,3.8, $7.25 ,South,305.296
LA,2024_06,0.68,4.50,23,100%,0,0,0,"$2,316",39%,18.26%,2.97,1,1,88.207,4.9, $7.25 ,South,305.357
LA,2024_07,0.69,5.26,24,100%,0,0,0,"$2,316",39%,18.16%,3.08,1,1,88.207,4.8, $7.25 ,South,305.819
LA,2024_08,0.61,5.21,25,100%,0,0,0,"$2,316",39%,18.23%,3.18,1,1,88.207,4.8, $7.25 ,South,305.761
LA,2024_09,0.58,5.06,26,100%,0,0,0,"$2,316",39%,18.08%,3.09,1,1,88.207,4.6, $7.25 ,South,306.078
LA,2024_10,0.74,5.12,27,100%,0,0,0,"$2,316",39%,18.40%,3.16,1,1,88.207,4.6, $7.25 ,South,306.889
LA,2024_11,0.82,4.83,28,100%,0,0,0,"$2,316",39%,18.60%,3.27,1,1,88.207,4.4, $7.25 ,South,306.877
LA,2024_12,0.91,5.02,29,100%,0,0,0,"$2,316",39%,18.96%,3.33,1,1,88.207,4.2, $7.25 ,South,307.007
ME,2022_04,0.82,4.00,-3,5%,0,0,24,"$2,986",33%,11.61%,7.72,1,1,100.746,3, $12.75 ,Northeast,300.325
ME,2022_05,0.94,4.32,-2,4%,0,0,24,"$2,986",33%,11.73%,7.95,1,1,100.746,2.8, $12.75 ,Northeast,302.939
ME,2022_06,0.99,4.37,-1,8%,0,0,24,"$2,986",33%,11.83%,8.01,1,1,100.746,2.5, $12.75 ,Northeast,306.453
ME,2022_07,0.99,4.36,0,8%,0,0,24,"$2,986",33%,11.83%,8.10,1,1,100.746,2.3, $12.75 ,Northeast,305.916
ME,2022_08,0.94,4.50,1,9%,0,0,24,"$2,986",33%,11.98%,8.40,1,1,100.746,2.1, $12.75 ,Northeast,306.855
ME,2022_09,0.90,4.19,2,14%,0,0,24,"$2,986",33%,11.87%,8.64,1,1,100.746,2.2, $12.75 ,Northeast,307.152
ME,2022_10,0.78,4.02,3,11%,0,0,24,"$2,986",33%,12.06%,8.81,1,1,100.746,2.3, $12.75 ,Northeast,308.001
ME,2022_11,0.74,4.17,4,22%,0,0,24,"$2,986",33%,12.10%,8.75,1,1,100.746,2.6, $12.75 ,Northeast,308.394
ME,2022_12,0.82,4.32,5,20%,0,0,24,"$2,986",33%,12.24%,8.86,1,1,100.746,2.4, $12.75 ,Northeast,308.150
ME,2023_01,0.97,3.88,6,21%,0,0,24,"$3,342",30%,11.94%,8.63,1,1,97.964,3, $13.80 ,Northeast,310.323
ME,2023_02,0.89,3.55,7,14%,0,0,24,"$3,342",30%,12.00%,8.58,1,1,97.964,3.2, $13.80 ,Northeast,311.986
ME,2023_03,1.05,3.82,8,12%,0,0,24,"$3,342",30%,11.92%,8.44,1,1,97.964,3, $13.80 ,Northeast,311.243
ME,2023_04,0.89,3.90,9,18%,0,0,24,"$3,342",30%,11.82%,8.25,1,1,97.964,2.4, $13.80 ,Northeast,311.848
ME,2023_05,0.93,4.00,10,13%,0,0,24,"$3,342",30%,11.91%,8.38,1,1,97.964,2.5, $13.80 ,Northeast,312.241
ME,2023_06,1.01,3.98,11,16%,0,0,24,"$3,342",30%,11.97%,8.34,1,1,97.964,2.4, $13.80 ,Northeast,313.329
ME,2023_07,0.93,4.32,12,26%,0,0,24,"$3,342",30%,11.99%,8.29,1,1,97.964,2.4, $13.80 ,Northeast,313.952
ME,2023_08,0.93,4.20,13,35%,0,0,24,"$3,342",30%,11.96%,8.32,1,1,97.964,2.3, $13.80 ,Northeast,315.441
ME,2023_09,0.93,3.97,14,43%,0,0,24,"$3,342",30%,11.94%,8.42,1,1,97.964,2.3, $13.80 ,Northeast,316.373
ME,2023_10,0.89,3.89,15,36%,0,0,24,"$3,342",30%,12.03%,8.34,1,1,97.964,2.5, $13.80 ,Northeast,316.300
ME,2023_11,0.93,3.70,16,35%,0,0,24,"$3,342",30%,12.08%,8.25,1,1,97.964,2.8, $13.80 ,Northeast,316.252
ME,2023_12,0.93,3.78,17,35%,0,0,24,"$3,342",30%,12.15%,8.42,1,1,97.964,2.8, $13.80 ,Northeast,316.143
ME,2024_01,1.12,3.79,18,25%,0,0,24,"$3,395",39%,12.17%,8.42,1,1,97.05,3.3, $14.15 ,Northeast,318.133
ME,2024_02,1.00,3.66,19,24%,0,0,24,"$3,395",39%,12.18%,8.37,1,1,97.05,3.5, $14.15 ,Northeast,319.577
ME,2024_03,1.00,3.91,20,28%,0,0,24,"$3,395",39%,12.26%,8.65,1,1,97.05,3.2, $14.15 ,Northeast,321.741
ME,2024_04,1.00,3.80,21,32%,0,0,24,"$3,395",39%,12.27%,8.61,1,1,97.05,2.9, $14.15 ,Northeast,323.035
ME,2024_05,1.08,3.95,22,22%,0,0,24,"$3,395",39%,12.30%,8.76,1,1,97.05,2.8, $14.15 ,Northeast,324.439
ME,2024_06,0.92,3.77,23,26%,0,0,24,"$3,395",39%,12.38%,8.92,1,1,97.05,2.8, $14.15 ,Northeast,325.271
ME,2024_07,1.04,4.11,24,27%,0,0,24,"$3,395",39%,12.38%,8.90,1,1,97.05,3, $14.15 ,Northeast,325.339
ME,2024_08,1.04,3.95,25,27%,1,0,24,"$3,395",39%,12.37%,8.89,1,1,97.05,2.9, $14.15 ,Northeast,326.140
ME,2024_09,1.00,3.85,26,28%,1,0,24,"$3,395",39%,12.33%,9.21,1,1,97.05,2.8, $14.15 ,Northeast,327.156
ME,2024_10,1.04,4.06,27,27%,1,0,24,"$3,395",39%,12.30%,9.39,1,1,97.05,3.1, $14.15 ,Northeast,327.421
ME,2024_11,0.84,3.75,28,24%,1,0,24,"$3,395",39%,12.25%,9.32,1,1,97.05,3.6, $14.15 ,Northeast,327.277
ME,2024_12,0.92,3.69,29,26%,1,0,24,"$3,395",39%,12.24%,9.39,1,1,97.05,3.5, $14.15 ,Northeast,327.240
MD,2022_04,2.38,4.52,-3,1%,0,0,24,"$3,650",41%,12.34%,9.29,1,0,104.89,2.7, $12.50 ,South,279.879
MD,2022_05,2.37,4.68,-2,2%,0,0,24,"$3,650",41%,11.34%,9.57,1,0,104.89,2.8, $12.50 ,South,283.307
MD,2022_06,2.39,4.79,-1,2%,0,0,24,"$3,650",41%,10.63%,10.36,1,0,104.89,3.4, $12.50 ,South,287.427
MD,2022_07,2.29,5.03,0,3%,0,0,24,"$3,650",41%,10.01%,10.24,1,0,104.89,3.2, $12.50 ,South,287.608
MD,2022_08,2.37,5.14,1,3%,0,0,24,"$3,650",41%,10.72%,8.87,1,0,104.89,3.2, $12.50 ,South,287.168
MD,2022_09,2.43,4.70,2,3%,0,0,24,"$3,650",41%,10.35%,9.94,1,0,104.89,2.6, $12.50 ,South,287.656
MD,2022_10,2.48,4.76,3,2%,0,0,24,"$3,650",41%,10.44%,9.93,1,0,104.89,2.8, $12.50 ,South,288.836
MD,2022_11,2.47,4.69,4,3%,0,0,24,"$3,650",41%,10.62%,10.05,1,0,104.89,2.4, $12.50 ,South,288.991
MD,2022_12,2.86,4.85,5,4%,0,0,24,"$3,650",41%,10.69%,9.78,1,0,104.89,2.1, $12.50 ,South,288.205
MD,2023_01,2.95,4.61,6,4%,0,0,24,"$3,855",43%,10.71%,9.36,1,0,104.602,2.6, $13.25 ,South,290.438
MD,2023_02,2.96,4.03,7,3%,0,0,24,"$3,855",43%,10.99%,9.39,1,0,104.602,2.5, $13.25 ,South,292.285
MD,2023_03,2.94,4.51,8,4%,0,0,24,"$3,855",43%,10.93%,9.06,1,0,104.602,2.1, $13.25 ,South,293.358
MD,2023_04,2.87,4.27,9,3%,0,0,24,"$3,855",43%,10.86%,8.22,1,0,104.602,1.5, $13.25 ,South,295.315
MD,2023_05,3.14,4.55,10,5%,0,0,24,"$3,855",43%,10.81%,8.32,1,0,104.602,1.7, $13.25 ,South,295.889
MD,2023_06,3.16,4.67,11,4%,1,0,24,"$3,855",43%,10.80%,8.45,1,0,104.602,2, $13.25 ,South,296.789
MD,2023_07,3.12,4.78,12,13%,1,0,24,"$3,855",43%,10.67%,8.76,1,0,104.602,2.2, $13.25 ,South,297.279
MD,2023_08,3.02,4.80,13,14%,1,0,24,"$3,855",43%,11.51%,10.28,1,0,104.602,2.3, $13.25 ,South,298.975
MD,2023_09,2.63,4.51,14,17%,1,0,24,"$3,855",43%,10.87%,8.80,1,0,104.602,2.2, $13.25 ,South,299.657
MD,2023_10,2.75,4.61,15,16%,1,0,24,"$3,855",43%,11.27%,4.67,1,0,104.602,2.5, $13.25 ,South,299.394
MD,2023_11,2.96,4.39,16,15%,1,0,24,"$3,855",43%,11.31%,5.07,1,0,104.602,2.3, $13.25 ,South,298.930
MD,2023_12,2.81,4.35,17,16%,1,0,24,"$3,855",43%,11.11%,5.23,1,0,104.602,2.4, $13.25 ,South,298.754
MD,2024_01,3.13,4.42,18,17%,1,0,24,"$4,391",48%,11.04%,4.85,1,0,104.959,3, $15.00 ,South,300.421
MD,2024_02,2.80,4.17,19,16%,1,0,24,"$4,391",48%,11.13%,5.10,1,0,104.959,3.1, $15.00 ,South,303.144
MD,2024_03,2.88,4.47,20,16%,1,0,24,"$4,391",48%,11.16%,5.24,1,0,104.959,2.9, $15.00 ,South,304.490
MD,2024_04,2.81,4.25,21,16%,1,0,24,"$4,391",48%,11.14%,5.46,1,0,104.959,2.5, $15.00 ,South,305.104
MD,2024_05,2.92,4.52,22,16%,1,0,24,"$4,391",48%,11.18%,5.86,1,0,104.959,2.6, $15.00 ,South,305.296
MD,2024_06,2.63,4.34,23,16%,1,0,24,"$4,391",48%,11.04%,6.09,1,0,104.959,3.4, $15.00 ,South,305.357
MD,2024_07,2.96,4.74,24,17%,1,0,24,"$4,391",48%,11.03%,6.57,1,0,104.959,3.5, $15.00 ,South,305.819
MD,2024_08,2.74,4.84,25,15%,1,0,24,"$4,391",48%,11.07%,7.02,1,0,104.959,3.5, $15.00 ,South,305.761
MD,2024_09,2.43,4.45,26,15%,1,0,24,"$4,391",48%,11.10%,7.68,1,0,104.959,2.9, $15.00 ,South,306.078
MD,2024_10,2.78,4.46,27,15%,1,0,24,"$4,391",48%,11.11%,8.71,1,0,104.959,3.1, $15.00 ,South,306.889
MD,2024_11,2.62,4.24,28,17%,1,0,24,"$4,391",48%,11.03%,8.56,1,0,104.959,3.1, $15.00 ,South,306.877
MD,2024_12,2.80,4.42,29,17%,1,0,24,"$4,391",48%,11.01%,8.74,1,0,104.959,2.7, $15.00 ,South,307.007
MA,2022_04,1.19,3.96,-3,5%,0,0,24,"$3,165",56%,14.70%,14.06,1,0,109.431,3.2, $14.25 ,Northeast,300.325
MA,2022_05,1.12,4.09,-2,8%,0,0,24,"$3,165",56%,14.77%,14.25,1,0,109.431,3.5, $14.25 ,Northeast,302.939
MA,2022_06,1.18,4.12,-1,8%,0,0,24,"$3,165",56%,14.83%,14.24,1,0,109.431,3.8, $14.25 ,Northeast,306.453
MA,2022_07,1.19,4.30,0,8%,1,1,24,"$3,165",56%,14.90%,14.61,1,0,109.431,3.9, $14.25 ,Northeast,305.916
MA,2022_08,1.17,4.47,1,9%,1,1,24,"$3,165",56%,14.96%,14.96,1,0,109.431,3.9, $14.25 ,Northeast,306.855
MA,2022_09,1.14,4.26,2,8%,1,1,24,"$3,165",56%,15.06%,15.19,1,0,109.431,3.3, $14.25 ,Northeast,307.152
MA,2022_10,1.12,4.08,3,10%,1,1,24,"$3,165",56%,15.11%,15.42,1,0,109.431,3.3, $14.25 ,Northeast,308.001
MA,2022_11,1.08,4.01,4,14%,1,1,24,"$3,165",56%,15.16%,15.60,1,0,109.431,3.2, $14.25 ,Northeast,308.394
MA,2022_12,1.24,4.01,5,13%,1,1,24,"$3,165",56%,15.25%,15.79,1,0,109.431,3.3, $14.25 ,Northeast,308.150
MA,2023_01,1.34,3.75,6,12%,1,1,24,"$3,543",56%,15.26%,15.62,1,0,107.675,4, $15.00 ,Northeast,310.323
MA,2023_02,1.16,3.47,7,10%,1,1,24,"$3,543",56%,15.30%,15.54,1,0,107.675,4.1, $15.00 ,Northeast,311.986
MA,2023_03,1.47,3.89,8,12%,1,1,24,"$3,543",56%,15.35%,15.25,1,0,107.675,3.7, $15.00 ,Northeast,311.243
MA,2023_04,1.22,3.81,9,10%,1,1,24,"$3,543",56%,15.37%,15.16,1,0,107.675,2.8, $15.00 ,Northeast,311.848
MA,2023_05,1.31,4.05,10,11%,1,1,24,"$3,543",56%,15.43%,15.14,1,0,107.675,3.3, $15.00 ,Northeast,312.241
MA,2023_06,1.35,4.21,11,12%,1,1,24,"$3,543",56%,15.44%,15.14,1,0,107.675,3.6, $15.00 ,Northeast,313.329
MA,2023_07,1.28,4.19,12,16%,1,1,24,"$3,543",56%,15.49%,15.28,1,0,107.675,3.6, $15.00 ,Northeast,313.952
MA,2023_08,1.41,4.25,13,15%,1,1,24,"$3,543",56%,15.52%,15.62,1,0,107.675,3.6, $15.00 ,Northeast,315.441
MA,2023_09,1.25,4.00,14,16%,1,1,24,"$3,543",56%,15.55%,15.97,1,0,107.675,3.2, $15.00 ,Northeast,316.373
MA,2023_10,1.30,3.99,15,16%,1,1,24,"$3,543",56%,15.56%,16.07,1,0,107.675,3.3, $15.00 ,Northeast,316.300
MA,2023_11,1.36,3.94,16,18%,1,1,24,"$3,543",56%,15.47%,16.09,1,0,107.675,3.2, $15.00 ,Northeast,316.252
MA,2023_12,1.53,3.86,17,15%,1,1,24,"$3,543",56%,15.57%,16.04,1,0,107.675,3.6, $15.00 ,Northeast,316.143
MA,2024_01,1.48,3.76,18,18%,1,1,24,"$3,532",62%,15.50%,15.23,1,0,105.757,4.2, $15.00 ,Northeast,318.133
MA,2024_02,1.40,3.65,19,16%,1,1,24,"$3,532",62%,15.56%,15.22,1,0,105.757,4.3, $15.00 ,Northeast,319.577
MA,2024_03,1.44,3.91,20,17%,1,1,24,"$3,532",62%,15.63%,15.19,1,0,105.757,4, $15.00 ,Northeast,321.741
MA,2024_04,1.28,3.82,21,19%,1,1,24,"$3,532",62%,15.67%,15.08,1,0,105.757,3.4, $15.00 ,Northeast,323.035
MA,2024_05,1.41,4.03,22,18%,1,1,24,"$3,532",62%,15.73%,15.19,1,0,105.757,3.8, $15.00 ,Northeast,324.439
MA,2024_06,1.21,3.89,23,20%,1,1,24,"$3,532",62%,15.76%,15.35,1,0,105.757,4.2, $15.00 ,Northeast,325.271
MA,2024_07,1.32,4.12,24,20%,1,1,24,"$3,532",62%,15.79%,15.66,1,0,105.757,4.5, $15.00 ,Northeast,325.339
MA,2024_08,1.27,4.17,25,18%,1,1,24,"$3,532",62%,15.73%,16.24,1,0,105.757,4.3, $15.00 ,Northeast,326.140
MA,2024_09,1.21,3.89,26,18%,1,1,24,"$3,532",62%,15.68%,16.48,1,0,105.757,3.8, $15.00 ,Northeast,327.156
MA,2024_10,1.25,4.00,27,19%,1,1,24,"$3,532",62%,15.60%,16.47,1,0,105.757,3.9, $15.00 ,Northeast,327.421
MA,2024_11,1.32,3.78,28,22%,1,1,24,"$3,532",62%,15.51%,16.40,1,0,105.757,3.9, $15.00 ,Northeast,327.277
MA,2024_12,1.18,3.77,29,25%,1,1,24,"$3,532",62%,15.42%,16.31,1,0,105.757,4.1, $15.00 ,Northeast,327.240
MI,2022_04,1.38,4.40,-3,0%,0,0,24,"$2,587",43%,13.43%,2.09,1,1,93.589,4, $9.87 ,Midwest,268.639
MI,2022_05,1.36,4.65,-2,5%,0,0,24,"$2,587",43%,13.44%,2.31,1,1,93.589,4.2, $9.87 ,Midwest,272.673
MI,2022_06,1.53,4.72,-1,7%,0,0,24,"$2,587",43%,13.48%,1.97,1,1,93.589,4.4, $9.87 ,Midwest,277.072
MI,2022_07,1.59,4.77,0,7%,0,0,24,"$2,587",43%,13.81%,1.98,1,1,93.589,4.4, $9.87 ,Midwest,276.525
MI,2022_08,1.55,4.79,1,7%,0,0,24,"$2,587",43%,13.71%,2.06,1,1,93.589,4.1, $9.87 ,Midwest,275.875
MI,2022_09,1.46,4.56,2,8%,0,0,24,"$2,587",43%,13.59%,2.21,1,1,93.589,3.7, $9.87 ,Midwest,276.549
MI,2022_10,1.45,4.44,3,8%,0,0,24,"$2,587",43%,14.00%,2.37,1,1,93.589,3.7, $9.87 ,Midwest,276.908
MI,2022_11,1.39,4.37,4,9%,0,0,24,"$2,587",43%,13.89%,2.40,1,1,93.589,3.5, $9.87 ,Midwest,276.436
MI,2022_12,1.44,4.48,5,11%,0,0,24,"$2,587",43%,14.05%,2.42,1,1,93.589,3.7, $9.87 ,Midwest,275.182
MI,2023_01,1.58,4.23,6,10%,0,0,24,"$2,835",37%,14.12%,2.40,1,1,94.296,4.5, $10.10 ,Midwest,277.332
MI,2023_02,1.54,4.01,7,9%,0,0,24,"$2,835",37%,14.22%,2.33,1,1,94.296,4.4, $10.10 ,Midwest,278.672
MI,2023_03,1.78,4.45,8,8%,0,0,24,"$2,835",37%,14.25%,2.24,1,1,94.296,4, $10.10 ,Midwest,280.330
MI,2023_04,1.62,4.16,9,8%,0,0,24,"$2,835",37%,14.17%,2.17,1,1,94.296,3.1, $10.10 ,Midwest,281.927
MI,2023_05,1.58,4.44,10,8%,0,0,24,"$2,835",37%,14.29%,2.17,1,1,94.296,3.8, $10.10 ,Midwest,282.656
MI,2023_06,1.55,4.55,11,6%,0,0,24,"$2,835",37%,14.26%,2.16,1,1,94.296,4.1, $10.10 ,Midwest,283.741
MI,2023_07,1.58,4.66,12,10%,0,0,24,"$2,835",37%,14.52%,2.21,1,1,94.296,4.3, $10.10 ,Midwest,284.640
MI,2023_08,1.66,4.66,13,10%,0,0,24,"$2,835",37%,14.53%,2.11,1,1,94.296,4.1, $10.10 ,Midwest,285.122
MI,2023_09,1.56,4.36,14,11%,0,0,24,"$2,835",37%,14.35%,2.18,1,1,94.296,3.8, $10.10 ,Midwest,285.276
MI,2023_10,1.57,4.24,15,11%,0,0,24,"$2,835",37%,14.70%,2.15,1,1,94.296,3.9, $10.10 ,Midwest,284.981
MI,2023_11,1.54,4.25,16,12%,0,0,24,"$2,835",37%,14.71%,2.05,1,1,94.296,3.4, $10.10 ,Midwest,284.539
MI,2023_12,1.60,4.22,17,10%,0,0,24,"$2,835",37%,14.74%,2.09,1,1,94.296,3.6, $10.10 ,Midwest,283.908
MI,2024_01,1.81,4.13,18,13%,0,0,24,"$2,967",38%,14.89%,2.09,1,1,96.217,4.2, $10.33 ,Midwest,284.731
MI,2024_02,1.67,4.00,19,11%,0,0,24,"$2,967",38%,14.74%,2.08,1,1,96.217,4.5, $10.33 ,Midwest,286.346
MI,2024_03,1.73,4.33,20,10%,0,0,24,"$2,967",38%,14.71%,2.08,1,1,96.217,4.3, $10.33 ,Midwest,288.301
MI,2024_04,1.61,4.27,21,11%,0,0,24,"$2,967",38%,14.55%,1.94,1,1,96.217,4, $10.33 ,Midwest,289.718
MI,2024_05,1.65,4.51,22,11%,0,0,24,"$2,967",38%,14.46%,1.82,1,1,96.217,4.4, $10.33 ,Midwest,290.355
MI,2024_06,1.55,4.40,23,12%,0,0,24,"$2,967",38%,14.25%,1.88,1,1,96.217,5.1, $10.33 ,Midwest,290.779
MI,2024_07,1.63,4.53,24,14%,0,0,24,"$2,967",38%,14.82%,1.92,1,1,96.217,5.7, $10.33 ,Midwest,292.256
MI,2024_08,1.66,4.63,25,13%,0,0,24,"$2,967",38%,14.38%,1.98,1,1,96.217,4.9, $10.33 ,Midwest,292.559
MI,2024_09,1.42,4.30,26,18%,0,0,24,"$2,967",38%,14.39%,2.14,1,1,96.217,4.6, $10.33 ,Midwest,292.547
MI,2024_10,1.63,4.37,27,15%,0,0,24,"$2,967",38%,14.73%,2.20,1,1,96.217,4.8, $10.33 ,Midwest,292.291
MI,2024_11,1.54,3.95,28,22%,0,0,24,"$2,967",38%,14.48%,2.24,1,1,96.217,4.8, $10.33 ,Midwest,292.022
MI,2024_12,1.69,4.11,29,23%,0,0,24,"$2,967",38%,14.74%,2.28,1,1,96.217,5, $10.33 ,Midwest,292.533
MN,2022_04,0.84,4.73,-3,18%,0,0,24,"$3,405",42%,7.63%,7.61,1,0,97.457,2.2, $8.42 ,Midwest,268.639
MN,2022_05,0.85,5.08,-2,22%,0,0,24,"$3,405",42%,7.64%,7.55,1,0,97.457,2, $8.42 ,Midwest,272.673
MN,2022_06,0.94,5.12,-1,19%,0,0,24,"$3,405",42%,7.67%,7.41,1,0,97.457,2.6, $8.42 ,Midwest,277.072
MN,2022_07,1.08,5.15,0,22%,0,0,24,"$3,405",42%,7.69%,7.31,1,0,97.457,2.3, $8.42 ,Midwest,276.525
MN,2022_08,1.09,5.04,1,17%,0,0,24,"$3,405",42%,7.72%,7.29,1,0,97.457,2.4, $8.42 ,Midwest,275.875
MN,2022_09,1.15,4.87,2,23%,0,0,24,"$3,405",42%,7.80%,7.23,1,0,97.457,2, $8.42 ,Midwest,276.549
MN,2022_10,1.19,4.81,3,24%,0,0,24,"$3,405",42%,7.94%,7.17,1,0,97.457,2, $8.42 ,Midwest,276.908
MN,2022_11,1.22,4.71,4,22%,0,0,24,"$3,405",42%,8.01%,7.11,1,0,97.457,2.2, $8.42 ,Midwest,276.436
MN,2022_12,1.14,4.87,5,22%,0,0,24,"$3,405",42%,8.06%,7.12,1,0,97.457,2.8, $8.42 ,Midwest,275.182
MN,2023_01,1.18,4.60,6,24%,0,0,24,"$3,387",50%,8.14%,7.21,1,0,98.302,3.3, $8.63 ,Midwest,277.332
MN,2023_02,1.06,4.21,7,25%,0,0,24,"$3,387",50%,8.17%,7.23,1,0,98.302,3.5, $8.63 ,Midwest,278.672
MN,2023_03,1.37,4.78,8,27%,1,0,24,"$3,387",50%,8.25%,7.15,1,0,98.302,3.2, $8.63 ,Midwest,280.330
MN,2023_04,1.15,4.52,9,22%,1,0,24,"$3,387",50%,7.90%,7.14,1,0,98.302,2.8, $8.63 ,Midwest,281.927
MN,2023_05,1.34,4.76,10,26%,1,0,24,"$3,387",50%,7.99%,7.14,1,0,98.302,2.7, $8.63 ,Midwest,282.656
MN,2023_06,1.29,4.83,11,23%,1,0,24,"$3,387",50%,7.97%,7.14,1,0,98.302,3.1, $8.63 ,Midwest,283.741
MN,2023_07,1.28,4.79,12,31%,1,0,24,"$3,387",50%,7.95%,7.17,1,0,98.302,2.9, $8.63 ,Midwest,284.640
MN,2023_08,1.35,4.94,13,29%,1,0,24,"$3,387",50%,7.94%,7.13,1,0,98.302,2.9, $8.63 ,Midwest,285.122
MN,2023_09,1.21,4.58,14,25%,1,0,24,"$3,387",50%,7.86%,7.11,1,0,98.302,2.4, $8.63 ,Midwest,285.276
MN,2023_10,1.20,4.71,15,28%,1,0,24,"$3,387",50%,7.93%,7.15,1,0,98.302,2.3, $8.63 ,Midwest,284.981
MN,2023_11,1.19,4.51,16,28%,1,0,24,"$3,387",50%,7.91%,7.08,1,0,98.302,2, $8.63 ,Midwest,284.539
MN,2023_12,1.15,4.43,17,34%,1,0,24,"$3,387",50%,7.86%,7.14,1,0,98.302,2.6, $8.63 ,Midwest,283.908
MN,2024_01,1.31,4.28,18,31%,1,0,24,"$3,726",46%,7.79%,7.04,1,0,98.621,3.4, $8.85 ,Midwest,284.731
MN,2024_02,1.25,4.35,19,33%,1,0,24,"$3,726",46%,7.81%,6.92,1,0,98.621,3.6, $8.85 ,Midwest,286.346
MN,2024_03,1.25,4.53,20,31%,1,0,24,"$3,726",46%,7.79%,6.82,1,0,98.621,3.4, $8.85 ,Midwest,288.301
MN,2024_04,1.29,4.58,21,32%,1,0,24,"$3,726",46%,7.83%,6.76,1,0,98.621,2.8, $8.85 ,Midwest,289.718
MN,2024_05,1.36,4.82,22,33%,1,0,24,"$3,726",46%,7.84%,6.83,1,0,98.621,2.8, $8.85 ,Midwest,290.355
MN,2024_06,1.23,4.53,23,30%,1,0,24,"$3,726",46%,7.82%,6.92,1,0,98.621,3.6, $8.85 ,Midwest,290.779
MN,2024_07,1.31,4.76,24,28%,1,0,24,"$3,726",46%,7.83%,6.92,1,0,98.621,3.5, $8.85 ,Midwest,292.256
MN,2024_08,1.39,4.92,25,29%,1,0,24,"$3,726",46%,7.86%,6.94,1,0,98.621,3.3, $8.85 ,Midwest,292.559
MN,2024_09,1.22,4.58,26,28%,1,0,24,"$3,726",46%,7.86%,6.96,1,0,98.621,2.5, $8.85 ,Midwest,292.547
MN,2024_10,1.36,4.77,27,29%,1,0,24,"$3,726",46%,7.91%,6.94,1,0,98.621,2.3, $8.85 ,Midwest,292.291
MN,2024_11,1.29,4.38,28,30%,1,0,24,"$3,726",46%,7.86%,6.88,1,0,98.621,2.4, $8.85 ,Midwest,292.022
MN,2024_12,1.31,4.69,29,30%,1,0,24,"$3,726",46%,7.85%,6.87,1,0,98.621,2.6, $8.85 ,Midwest,292.533
MS,2022_04,0.60,4.41,-3,0%,0,0,15,"$2,055",30%,14.85%,0.50,0,1,87.336,3.3, $7.25 ,South,279.879
MS,2022_05,0.60,4.58,-2,0%,0,0,15,"$2,055",30%,14.87%,0.49,0,1,87.336,3.6, $7.25 ,South,283.307
MS,2022_06,0.81,4.92,-1,0%,0,0,15,"$2,055",30%,14.94%,0.52,0,1,87.336,4.6, $7.25 ,South,287.427
MS,2022_07,0.00,5.21,0,0%,0,0,15,"$2,055",30%,14.97%,0.58,0,1,87.336,4.4, $7.25 ,South,287.608
MS,2022_08,0.00,5.84,1,0%,0,0,15,"$2,055",30%,15.04%,0.59,0,1,87.336,4, $7.25 ,South,287.168
MS,2022_09,0.00,5.15,2,0%,0,0,0,"$2,055",30%,15.19%,0.63,0,1,87.336,3.7, $7.25 ,South,287.656
MS,2022_10,0.00,4.79,3,0%,0,0,0,"$2,055",30%,13.97%,0.63,0,1,87.336,3.3, $7.25 ,South,288.836
MS,2022_11,0.00,5.03,4,0%,0,0,0,"$2,055",30%,13.79%,0.57,0,1,87.336,3.3, $7.25 ,South,288.991
MS,2022_12,0.00,5.40,5,0%,0,0,0,"$2,055",30%,13.70%,0.56,0,1,87.336,3.1, $7.25 ,South,288.205
MS,2023_01,0.00,5.25,6,0%,0,0,0,"$2,293",30%,13.39%,0.50,0,1,86.792,3.5, $7.25 ,South,290.438
MS,2023_02,0.00,4.42,7,0%,0,0,0,"$2,293",30%,13.26%,0.53,0,1,86.792,3.2, $7.25 ,South,292.285
MS,2023_03,0.00,4.85,8,0%,0,0,0,"$2,293",30%,13.25%,0.50,0,1,86.792,3, $7.25 ,South,293.358
MS,2023_04,0.00,4.38,9,0%,0,0,0,"$2,293",30%,13.80%,0.49,0,1,86.792,2.5, $7.25 ,South,295.315
MS,2023_05,0.00,4.79,10,0%,0,0,0,"$2,293",30%,13.27%,0.51,0,1,86.792,3, $7.25 ,South,295.889
MS,2023_06,0.00,5.14,11,0%,0,0,0,"$2,293",30%,13.52%,0.56,0,1,86.792,4, $7.25 ,South,296.789
MS,2023_07,0.34,5.08,12,100%,0,0,0,"$2,293",30%,13.57%,0.60,0,1,86.792,3.7, $7.25 ,South,297.279
